ticker,underlying,expiration,dte,strike,type,delta,gamma,theta,vega,iv,open_interest,bid,ask,bid_size,ask_size,last_price,volume,break_even,underlying_price
O:NVDA251114P00187500,NVDA,2025-11-14,5,187.5,P,-0.4073413260529569,0.02763951387892907,-0.574535350350482,0.08514430843838701,,9859,4.35,4.4,108,12,4.4,13855,183.125,190.2
O:NVDA251114P00190000,NVDA,2025-11-14,5,190.0,P,-0.4773907778346056,0.028174384025004336,-0.6111252969590094,0.08581132043355107,,19851,5.55,5.65,1,2,5.64,9957,184.4,190.2
O:NVDA251114P00192500,NVDA,2025-11-14,5,192.5,P,-0.5445070289241045,0.027338360841444743,-0.6049742306284396,0.08646058442753107,,7454,7.05,7.15,48,4,7.13,2896,185.4,190.2
O:NVDA251114P00195000,NVDA,2025-11-14,5,195.0,P,-0.5847748010774952,0.022027368673766767,-0.7310972218441041,0.08701478089504276,,16005,8.75,11,12,1,8.8,8080,185.125,190.2
O:NVDA251114P00197500,NVDA,2025-11-14,5,197.5,P,-0.6579938988914619,0.023545616621002147,-0.6069025419691735,0.07673623791639335,,6607,10.65,10.75,8,1,10.72,2508,186.8,190.2
O:NVDA251114P00200000,NVDA,2025-11-14,5,200.0,P,-0.7027421755526202,0.02123730884391606,-0.5905972943146794,0.07722117018933268,,22351,12.65,12.8,2,1,12.8,5913,187.275,190.2
O:NVDA251114P00202500,NVDA,2025-11-14,5,202.5,P,-0.7389468148943262,0.01899294218719004,-0.5914208244995884,0.07753232206332725,,9455,14.15,15.6,28,26,16.22,622,187.625,190.2
O:NVDA251114P00205000,NVDA,2025-11-14,5,205.0,P,-0.7617410263852322,0.016805043097996082,-0.6122725610809516,0.05980632106241091,,7690,17.15,17.35,17,14,17.45,3238,187.75,190.2
O:NVDA251114P00207500,NVDA,2025-11-14,5,207.5,P,-0.7771406013401854,0.014932196903015584,-0.630003571125706,0.060156153468493796,,2418,18.35,21.1,10,100,19.58,447,187.775,190.2
O:NVDA251114P00210000,NVDA,2025-11-14,5,210.0,P,-0.7752911570560317,0.013193890543730172,-0.7208810880051932,0.06046531750610632,,6846,21.6,23.55,1,80,22.2,2637,187.425,190.2
O:NVDA251114P00212500,NVDA,2025-11-14,5,212.5,P,-0.8414543176480175,0.012225221731162776,-0.5042643181242162,0.06068025886561941,,577,23.15,24.55,63,2,28.23,16,188.65,190.2
O:NVDA251114P00215000,NVDA,2025-11-14,5,215.0,P,-0.8237639561834244,0.011133619121467408,-0.6294353748196146,0.06112635658101523,,2551,26.75,27,11,2,28.24,75,188.125,190.2
O:NVDA251114P00217500,NVDA,2025-11-14,5,217.5,P,-0.8369128939061086,0.010205700053025095,-0.6274966511863884,0.061297474744881585,,189,28.9,29.6,170,24,30.75,16,188.25,190.2
O:NVDA251114P00220000,NVDA,2025-11-14,5,220.0,P,-0.8348533264260943,0.009450697457558272,-0.6890536593399404,0.061604104505954084,,504,30.5,33.4,149,122,32,138,188.05,190.2
O:NVDA251114P00222500,NVDA,2025-11-14,5,222.5,P,-0.8460008426231604,0.008767482014708526,-0.6868800599747918,0.06170639702579665,,112,33.8,34.85,203,258,39.25,3,188.175,190.2
O:NVDA251114P00225000,NVDA,2025-11-14,5,225.0,P,-0.8328336111652226,0.008262756326280516,-0.8022449965332723,0.06227546988646363,,38,36.7,37.9,1,270,37.8,77,187.7,190.2
O:NVDA251114P00227500,NVDA,2025-11-14,5,227.5,P,-0.8509908444526172,0.0077139108252869066,-0.7518812417072038,0.04188938556848333,,2,38.35,40.55,113,162,26.25,3,188.05,190.2
O:NVDA251114P00230000,NVDA,2025-11-14,5,230.0,P,-0.8611531945319999,0.007224963834153873,-0.7190264503583776,0.042087631178079954,,26,41,42.6,112,152,41.96,32,188.2,190.2
O:NVDA251114P00232500,NVDA,2025-11-14,5,232.5,P,-0.8574334786404213,0.006888965870176304,-0.7847715254272949,0.04231347925600403,,4,43.45,45.55,167,170,46.6,3,188,190.2
O:NVDA251114P00235000,NVDA,2025-11-14,5,235.0,P,-0.861136935157994,0.006533541548670512,-0.7941525170187811,0.042507656198465735,,1,46.1,47.9,110,164,51.3,4,188,190.2
O:NVDA251114P00237500,NVDA,2025-11-14,5,237.5,P,-0.8645717658982074,0.006212096123248221,-0.8035196570627333,0.04270849245983987,,0,48.45,50.55,159,159,32.75,3,188,190.2
O:NVDA251114P00240000,NVDA,2025-11-14,5,240.0,P,-0.8677666075620758,0.005920274308022059,-0.812876160513756,0.042902705482398856,,0,51.1,52.9,164,164,53.2,1,188,190.2
O:NVDA251114P00242500,NVDA,2025-11-14,5,242.5,P,-0.8707446718836589,0.0056543494180390395,-0.8222186202896379,0.043111217213277424,,0,53.45,55.55,165,165,37.8,6,188,190.2
O:NVDA251114P00245000,NVDA,2025-11-14,5,245.0,P,-0.8735262811212711,0.0054112092090400615,-0.8315499260754564,0.04331804538570272,,0,56.1,57.9,168,168,40.45,3,188,190.2
O:NVDA251114P00247500,NVDA,2025-11-14,5,247.5,P,-0.8761299578129657,0.00518820197653441,-0.8408699376490176,0.04352386178911395,,0,58.45,60.55,132,147,,,188,190.2
O:NVDA251114P00250000,NVDA,2025-11-14,5,250.0,P,-0.8785720242567603,0.004983056115897534,-0.8501777076335425,0.043700652467488166,,0,61.1,62.9,145,154,46.7,2,188,190.2
O:NVDA251114P00252500,NVDA,2025-11-14,5,252.5,P,-0.8808679929089307,0.004793768334224882,-0.8594561747919338,0.04390351813279066,,0,63.45,65.55,126,152,,,188,190.2
O:NVDA251114P00255000,NVDA,2025-11-14,5,255.0,P,-0.8830292910657783,0.004618710674777741,-0.8687229927614799,0.044105125808202084,,0,66.1,67.9,142,155,45.55,1,188,190.2
O:NVDA251114P00257500,NVDA,2025-11-14,5,257.5,P,-0.8850671974430998,0.004456419003191645,-0.8779780515013058,0.04430551169828059,,0,68.45,70.55,150,156,,,188,190.2
O:NVDA251114P00260000,NVDA,2025-11-14,5,260.0,P,-0.8869917661342872,0.004305616993901578,-0.8872212476141882,0.04450469348549087,,0,71.1,72.9,137,155,64.61,1,188,190.2
O:NVDA251114P00262500,NVDA,2025-11-14,5,262.5,P,-0.8888119885172663,0.0041651875989545456,-0.8964524841190621,0.04470248949092045,,0,73.45,75.55,136,151,,,188,190.2
O:NVDA251114P00265000,NVDA,2025-11-14,5,265.0,P,-0.8905359301198541,0.004034149484981584,-0.9056716700865319,0.04489917582516706,,0,76.1,77.9,146,154,53.9,1,188,190.2
O:NVDA251114P00267500,NVDA,2025-11-14,5,267.5,P,-0.8921711203462379,0.003911629117885055,-0.9148754084411562,0.04505340583679181,,0,78.45,80.55,137,152,77.78,2,188,190.2
O:NVDA251114P00270000,NVDA,2025-11-14,5,270.0,P,-0.8937255253315299,0.003796825131779254,-0.9240478344350017,0.0452337928110521,,0,81.1,82.9,132,147,,,188,190.2
O:NVDA251114P00272500,NVDA,2025-11-14,5,272.5,P,-0.8952046911726798,0.003689168188390222,-0.9332218223847654,0.04542681239051208,,0,83.45,85.55,126,152,,,188,190.2
O:NVDA251114P00275000,NVDA,2025-11-14,5,275.0,P,-0.8966142053254906,0.003587961351087254,-0.94237056626824,0.045496928683430304,,0,86.1,87.9,127,138,65,1,188,190.2
O:NVDA251114P00280000,NVDA,2025-11-14,5,280.0,P,-0.8992456186882365,0.003402715108059982,-0.9605486778903358,0.04587640247620408,,0,91.1,92.9,137,154,69.55,1,188,190.2
O:NVDA251114P00285000,NVDA,2025-11-14,5,285.0,P,-0.9016444917489725,0.003237608563189576,-0.9786769538962379,0.046251442220672886,,0,96.1,97.9,132,153,,,188,190.2
O:NVDA251121C00167500,NVDA,2025-11-21,12,167.5,C,0.9731010133598578,0.0047849014312818594,-0.05262615924924276,0.015810811858789325,,597,22.85,23.25,31,32,21.8,494,190.55,190.2
O:NVDA251121C00170000,NVDA,2025-11-21,12,170.0,C,0.8852873681686173,0.010397854057923333,-0.17482210096755021,0.05605461685545162,,50165,20.9,22.15,15,15,21,4425,191.525,190.2
O:NVDA251121C00172500,NVDA,2025-11-21,12,172.5,C,0.8772019917389757,0.012121420428027031,-0.1667019273183067,0.08463319455743737,,545,18.95,19.05,11,7,18.85,1764,191.5,190.2
O:NVDA251121C00175000,NVDA,2025-11-21,12,175.0,C,0.8287355710397106,0.014377555455949414,-0.20890045026329496,0.08551061978258545,,23071,17.1,17.2,18,2,16.92,4632,192.15,190.2
O:NVDA251121C00177500,NVDA,2025-11-21,12,177.5,C,0.7630795620822991,0.015407643502813727,-0.28286652706997295,0.11306739591321312,,1219,15.3,16.55,24,86,15.25,1861,193.425,190.2
O:NVDA251121C00180000,NVDA,2025-11-21,12,180.0,C,0.7327959253515328,0.01771090320661441,-0.2770501284172516,0.11393869516839429,,128654,13.6,13.75,98,7,13.7,19504,193.675,190.2
O:NVDA251121C00182500,NVDA,2025-11-21,12,182.5,C,0.6825096681450302,0.018921465900604124,-0.3087233841532232,0.11495857097524655,,3397,12.05,12.15,19,30,12.09,4431,194.6,190.2
O:NVDA251121C00185000,NVDA,2025-11-21,12,185.0,C,0.6319656242383102,0.019739027399811076,-0.32512495800984215,0.13250285043811974,,40397,10.6,10.7,1,124,10.65,20792,195.65,190.2
O:NVDA251121C00187500,NVDA,2025-11-21,12,187.5,C,0.5805751580328012,0.020434335465508668,-0.3344725487729119,0.13361216924049024,,3977,9.2,9.3,69,13,9.27,7950,196.75,190.2
O:NVDA251121C00190000,NVDA,2025-11-21,12,190.0,C,0.5293551730243861,0.02059054532138645,-0.3525821193083446,0.13471437886917204,,49611,8,8.1,14,15,8.05,36685,198.05,190.2
O:NVDA251121C00192500,NVDA,2025-11-21,12,192.5,C,0.4790356226220204,0.020592482837403364,-0.3437136843611376,0.13580821211486746,,4689,6.85,6.95,80,59,6.91,6503,199.4,190.2
O:NVDA251121C00195000,NVDA,2025-11-21,12,195.0,C,0.42933538279034816,0.020198213583101875,-0.33888018171267736,0.13689251643198327,,37334,5.85,5.95,37,83,5.9,18296,200.9,190.2
O:NVDA251121C00197500,NVDA,2025-11-21,12,197.5,C,0.38302478684617586,0.019465882888800308,-0.3406175842200196,0.1379443793677752,,4316,5,5.1,104,240,5.04,4728,202.55,190.2
O:NVDA251121C00200000,NVDA,2025-11-21,12,200.0,C,0.33899828297795365,0.018576981377382114,-0.31951304727914615,0.12164499616924011,,101220,4.25,4.3,235,12,4.3,48033,204.275,190.2
O:NVDA251121C00202500,NVDA,2025-11-21,12,202.5,C,0.29722053670067106,0.017473187426593057,-0.30182096464976454,0.12257113010398413,,12535,3.55,3.65,459,29,3.6,4664,206.1,190.2
O:NVDA251121C00205000,NVDA,2025-11-21,12,205.0,C,0.2603029347896844,0.016220263983458584,-0.29107031019717367,0.12345363635399767,,64091,3,3.1,104,85,3.03,27826,208.05,190.2
O:NVDA251121C00207500,NVDA,2025-11-21,12,207.5,C,0.2266303738187718,0.014955483309041546,-0.2687628940732387,0.09510162536433585,,17486,2.53,2.59,42,17,2.54,13770,210.06,190.2
O:NVDA251121C00210000,NVDA,2025-11-21,12,210.0,C,0.19566217557579696,0.013610549483909726,-0.24475767103941104,0.09579505277771524,,70338,2.12,2.16,57,48,2.15,25285,212.14,190.2
O:NVDA251121C00212500,NVDA,2025-11-21,12,212.5,C,0.16863878938063376,0.01227851716764751,-0.2266763266457202,0.0964544340055696,,10132,1.78,1.81,18,31,1.8,8218,214.295,190.2
O:NVDA251121C00215000,NVDA,2025-11-21,12,215.0,C,0.14533351319898602,0.011039957308401124,-0.2117130526758634,0.06472621727865085,,19863,1.49,1.52,67,47,1.51,4510,216.505,190.2
O:NVDA251121C00217500,NVDA,2025-11-21,12,217.5,C,0.12539602998479676,0.009862639001968187,-0.18871913086853373,0.0651776758286766,,1331,1.25,1.29,75,31,1.26,1242,218.77,190.2
O:NVDA251121C00220000,NVDA,2025-11-21,12,220.0,C,0.10798001409295799,0.008746753348371286,-0.17029179873076503,0.0656083528077629,,59511,1.06,1.09,57,45,1.07,12191,221.075,190.2
O:NVDA251121C00222500,NVDA,2025-11-21,12,222.5,C,0.09253459862363851,0.00772094798702784,-0.15471841382663173,0.06602274787251333,,1464,0.89,0.92,1,6,0.9,520,223.405,190.2
O:NVDA251121C00225000,NVDA,2025-11-21,12,225.0,C,0.08059800396863996,0.006855910935251347,-0.14428180718705552,0.06640866457750788,,14255,0.77,0.79,79,79,0.76,7213,225.78,190.2
O:NVDA251121C00227500,NVDA,2025-11-21,12,227.5,C,0.07012055587781396,0.006084892700258087,-0.13024547818608015,0.03868672769049736,,1079,0.66,0.68,74,83,0.67,414,228.17,190.2
O:NVDA251121C00230000,NVDA,2025-11-21,12,230.0,C,0.06116239810493538,0.005384868401066005,-0.11718118255669277,0.038924319262384766,,34335,0.57,0.59,32,97,0.58,6519,230.58,190.2
O:NVDA251121C00232500,NVDA,2025-11-21,12,232.5,C,0.05311419043074871,0.004744360029572057,-0.10572747045986051,0.039154733758175776,,7991,0.49,0.51,32,205,0.45,6650,233,190.2
O:NVDA251121C00235000,NVDA,2025-11-21,12,235.0,C,0.046803933660466326,0.004211207781341921,-0.09749482745079703,0.0393716828038701,,2149,0.43,0.45,93,143,0.4,793,235.44,190.2
O:NVDA251121C00237500,NVDA,2025-11-21,12,237.5,C,0.041119157694712395,0.0037356086791189612,-0.09006718409427658,0.0395838282703752,,759,0.38,0.39,46,47,0.34,268,237.885,190.2
O:NVDA251121C00240000,NVDA,2025-11-21,12,240.0,C,0.036437552051129495,0.0033359210121727796,-0.08424967976920188,0.0397884492576456,,27503,0.33,0.35,380,161,0.34,7291,240.34,190.2
O:NVDA251121C00242500,NVDA,2025-11-21,12,242.5,C,0.03268328784084373,0.0030012311351760436,-0.07730899041486688,0.020004650330138228,,1112,0.3,0.31,84,191,0.26,197,242.805,190.2
O:NVDA251121C00245000,NVDA,2025-11-21,12,245.0,C,0.02899197435275261,0.0026775634069897913,-0.07009085692300521,0.020115737970379327,,1219,0.26,0.28,515,350,0.25,121,245.27,190.2
O:NVDA251121C00247500,NVDA,2025-11-21,12,247.5,C,0.025774029420280113,0.002389360222675634,-0.06397110946284895,0.020223345381151527,,2645,0.23,0.25,419,316,0.22,27,247.74,190.2
O:NVDA251121C00250000,NVDA,2025-11-21,12,250.0,C,0.023045647648724656,0.0021396608828079837,-0.05894969816254869,0.020327367929308813,,23258,0.21,0.22,397,159,0.19,1460,250.215,190.2
O:NVDA251121C00252500,NVDA,2025-11-21,12,252.5,C,0.02081265973437265,0.0019297424865634693,-0.0550265577119455,0.020427796780726534,,589,0.19,0.2,138,505,0.21,230,252.695,190.2
