ticker,underlying,expiration,dte,strike,type,delta,gamma,theta,vega,iv,open_interest,bid,ask,bid_size,ask_size,last_price,volume,break_even,underlying_price
O:TSLA251114C00470000,TSLA,2025-11-14,5,470.0,C,0.14530511127543366,0.0069356566087910385,-0.8262782639227619,0.13708479089344347,,7244,2.41,2.45,29,21,2.45,19837,472.43,432.03
O:TSLA251114C00472500,TSLA,2025-11-14,5,472.5,C,0.13244902972481054,0.0064573171850080624,-0.774523172041787,0.09166757753169825,,1131,2.17,2.2,15,13,2.2,5380,474.685,432.03
O:TSLA251114C00475000,TSLA,2025-11-14,5,475.0,C,0.1204987805764814,0.005988424853419938,-0.72193266073625,0.09194548039888117,,3084,1.95,1.98,17,15,1.97,9801,476.965,432.03
O:TSLA251114C00477500,TSLA,2025-11-14,5,477.5,C,0.10938311624948235,0.005536069753311229,-0.6749866328897595,0.0922177773885543,,654,1.75,1.78,22,19,1.76,4871,479.265,432.03
O:TSLA251114C00480000,TSLA,2025-11-14,5,480.0,C,0.0991919831795367,0.00510776580909061,-0.6336849899208445,0.09248374273115845,,6468,1.57,1.6,25,14,1.6,9540,481.585,432.03
O:TSLA251114C00482500,TSLA,2025-11-14,5,482.5,C,0.09019860776366807,0.004713435593800147,-0.5994386693626995,0.09274150407776018,,830,1.42,1.44,1,5,1.43,1294,483.93,432.03
O:TSLA251114C00485000,TSLA,2025-11-14,5,485.0,C,0.08184125959969546,0.004345881934725341,-0.5680141879743582,0.09299503128784839,,2112,1.27,1.3,39,41,1.28,5419,486.285,432.03
O:TSLA251114C00487500,TSLA,2025-11-14,5,487.5,C,0.07433973005595439,0.004010530306333225,-0.540680151521624,0.05398286265274892,,497,1.14,1.17,58,17,1.16,2372,488.655,432.03
O:TSLA251114C00490000,TSLA,2025-11-14,5,490.0,C,0.06779960936957799,0.0037036079604934693,-0.5004410661543409,0.05413967851190613,,3778,1.04,1.05,2,1,1.05,6107,491.045,432.03
O:TSLA251114C00492500,TSLA,2025-11-14,5,492.5,C,0.06172530158708438,0.0034102509652638026,-0.46418281065138356,0.05429350911122974,,876,0.93,0.96,6,47,0.94,1295,493.445,432.03
O:TSLA251114C00495000,TSLA,2025-11-14,5,495.0,C,0.05592711452995149,0.0031278848976151494,-0.42991497284061186,0.05444550597822625,,2843,0.84,0.86,25,9,0.86,7532,495.85,432.03
O:TSLA251114C00497500,TSLA,2025-11-14,5,497.5,C,0.05089408000806631,0.002872527286293744,-0.40161823685600845,0.054592539147350044,,932,0.76,0.78,48,30,0.77,5262,498.27,432.03
O:TSLA251114C00500000,TSLA,2025-11-14,5,500.0,C,0.04642459493200021,0.0026405967446686447,-0.3773021881801619,0.05473591348705584,,21548,0.69,0.71,70,21,0.71,28542,500.7,432.03
O:TSLA251114C00502500,TSLA,2025-11-14,5,502.5,C,0.04253281213015205,0.0024336744471554956,-0.35696669300453404,0.05487567638925251,,816,0.63,0.65,1,55,0.65,1307,503.14,432.03
O:TSLA251114C00505000,TSLA,2025-11-14,5,505.0,C,0.03850040670984508,0.002228849965344276,-0.33464062875496425,0.05501633475373598,,1685,0.56,0.59,74,68,0.57,1960,505.575,432.03
O:TSLA251114C00507500,TSLA,2025-11-14,5,507.5,C,0.03529065216644069,0.002057357465025011,-0.31828529854342785,0.05515182359049563,,379,0.51,0.54,56,69,0.57,474,508.025,432.03
O:TSLA251114C00510000,TSLA,2025-11-14,5,510.0,C,0.032400301599533464,0.0019015768321899863,-0.2980588389938576,0.027648110977023178,,2556,0.47,0.49,33,58,0.47,3687,510.48,432.03
O:TSLA251114C00512500,TSLA,2025-11-14,5,512.5,C,0.02977677998821532,0.001756512606734708,-0.27751289806230905,0.027721523304320365,,474,0.43,0.45,5,68,0.46,669,512.94,432.03
O:TSLA251114C00515000,TSLA,2025-11-14,5,515.0,C,0.02717424408973535,0.0016137514170533245,-0.2569669453173405,0.027794820976482656,,3031,0.39,0.41,145,133,0.39,2863,515.4,432.03
O:TSLA251114C00517500,TSLA,2025-11-14,5,517.5,C,0.025112911442666537,0.0014934833620122389,-0.24184997721276194,0.027864818649560304,,2086,0.36,0.38,38,85,0.4,2294,517.87,432.03
O:TSLA251114C00520000,TSLA,2025-11-14,5,520.0,C,0.022824081566335166,0.0013667128297899093,-0.2240184728321945,0.027936175315094694,,4848,0.33,0.34,58,3,0.33,6774,520.335,432.03
O:TSLA251114C00522500,TSLA,2025-11-14,5,522.5,C,0.021093291183582122,0.0012644283323960273,-0.21161587646400795,0.028004165056280565,,427,0.3,0.32,78,107,0.32,765,522.81,432.03
O:TSLA251114C00525000,TSLA,2025-11-14,5,525.0,C,0.0191328074015061,0.0011553111640559735,-0.196498743684693,0.02807348272319051,,6517,0.27,0.29,51,6,0.28,7614,525.28,432.03
O:TSLA251114C00527500,TSLA,2025-11-14,5,527.5,C,0.017738265184159507,0.0010716998905265843,-0.1868104172759842,0.02813946537195014,,330,0.25,0.27,68,65,0.27,345,527.76,432.03
O:TSLA251114C00530000,TSLA,2025-11-14,5,530.0,C,0.016377816139190975,0.0009918856408147113,-0.1771219592816057,0.028205219062758205,,2539,0.23,0.25,83,72,0.25,2392,530.24,432.03
O:TSLA251114C00532500,TSLA,2025-11-14,5,532.5,C,0.015049996830056155,0.0009156454367214346,-0.16743336904603073,0.0282707395721035,,293,0.21,0.23,68,20,0.23,278,532.72,432.03
O:TSLA251114C00535000,TSLA,2025-11-14,5,535.0,C,0.014281879545494489,0.0008646004363573277,-0.1631733497496961,0.028333025286073055,,1205,0.2,0.22,58,67,0.22,932,535.21,432.03
O:TSLA251114C00537500,TSLA,2025-11-14,5,537.5,C,0.013007388595918615,0.0007941522854321008,-0.15070485209597467,0.012173112503963926,,922,0.18,0.2,95,27,0.2,1093,537.69,432.03
O:TSLA251114C00540000,TSLA,2025-11-14,5,540.0,C,0.012272793170969885,0.0007469432093177413,-0.1438732889457971,0.012201900088595088,,3376,0.17,0.19,82,119,0.17,3843,540.18,432.03
O:TSLA251114C00542500,TSLA,2025-11-14,5,542.5,C,0.011277536814376713,0.0006891887974417822,-0.13345830052384458,0.012232083701790955,,984,0.16,0.17,14,64,0.17,568,542.665,432.03
O:TSLA251114C00545000,TSLA,2025-11-14,5,545.0,C,0.010287628609849248,0.0006320557448672796,-0.12304330908677669,0.012262231020846826,,1790,0.14,0.16,89,70,0.15,1094,545.15,432.03
O:TSLA251114C00547500,TSLA,2025-11-14,5,547.5,C,0.009582551428181459,0.0005883517127042034,-0.11621170655385772,0.01229080524391934,,690,0.13,0.15,102,33,0.14,324,547.64,432.03
O:TSLA251114C00550000,TSLA,2025-11-14,5,550.0,C,0.009166080620739772,0.0005586150163710218,-0.1129634491271681,0.01231779300755187,,3758,0.13,0.14,43,66,0.14,4627,550.135,432.03
O:TSLA251114C00552500,TSLA,2025-11-14,5,552.5,C,0.008759565475872819,0.0005301450114000872,-0.10971513004105264,0.01234471287583978,,360,0.12,0.14,19,56,0.12,231,552.63,432.03
O:TSLA251114C00555000,TSLA,2025-11-14,5,555.0,C,0.008086784863143707,0.0004902989767552375,-0.10288342959887034,0.012373039317022463,,1529,0.11,0.13,183,218,0.12,835,555.12,432.03
O:TSLA251114C00560000,TSLA,2025-11-14,5,560.0,C,0.007322502170385571,0.0004392647179574026,-0.0963865296803709,0.01242651565965768,,1389,0.1,0.12,5,133,0.1,1750,560.11,432.03
O:TSLA251114C00565000,TSLA,2025-11-14,5,565.0,C,0.006319059732218531,0.00037987183365766297,-0.08630614897288949,0.0124812114948041,,571,0.09,0.1,1,52,0.1,750,565.095,432.03
O:TSLA251114C00570000,TSLA,2025-11-14,5,570.0,C,0.005349916942169843,0.00032432656975264946,-0.07622560622314596,0.012535632981541247,,1628,0.07,0.09,81,94,0.1,718,570.08,432.03
O:TSLA251114C00575000,TSLA,2025-11-14,5,575.0,C,0.004954840615622395,0.00029692379094777786,-0.07331118953749244,0.012586922592601146,,2120,0.07,0.08,75,60,0.07,1487,575.075,432.03
O:TSLA251114C00580000,TSLA,2025-11-14,5,580.0,C,0.004306564675553729,0.00025925177034334624,-0.06475673454384337,0.004597703548996667,,826,0.05,0.08,50,92,0.06,479,580.065,432.03
O:TSLA251114C00585000,TSLA,2025-11-14,5,585.0,C,0.003939108645812644,0.0002351476269634247,-0.06032359649711194,0.004617327588605114,,440,0.05,0.07,58,60,0.08,325,585.06,432.03
O:TSLA251114C00590000,TSLA,2025-11-14,5,590.0,C,0.0038533332774572876,0.0002249041293333788,-0.0604874200478791,0.004635560836792739,,878,0.05,0.07,89,90,0.06,546,590.06,432.03
O:TSLA251114C00595000,TSLA,2025-11-14,5,595.0,C,0.003233275152932205,0.00019049476889974925,-0.05145720382332102,0.004656306093100348,,690,0.04,0.06,52,80,0.06,426,595.05,432.03
O:TSLA251114C00600000,TSLA,2025-11-14,5,600.0,C,0.0034334367688759093,0.00019487923792818086,-0.056217793988257256,0.004673089134016746,,4269,0.05,0.06,5,78,0.05,2301,600.055,432.03
O:TSLA251114C00605000,TSLA,2025-11-14,5,605.0,C,0.003102954940951866,0.0001752862065625273,-0.05178443539167976,0.004692357909385638,,382,0.04,0.06,18,53,0.06,93,605.05,432.03
O:TSLA251114C00610000,TSLA,2025-11-14,5,610.0,C,0.002780341732437457,0.00015658281659433713,-0.04735103773191885,0.00471155216929597,,660,0.04,0.05,2,8,0.04,1871,610.045,432.03
O:TSLA251114C00615000,TSLA,2025-11-14,5,615.0,C,0.002465229520358698,0.00013871352711040632,-0.042917607546192185,0.00473066648582296,,396,0.03,0.05,70,63,0.03,178,615.04,432.03
O:TSLA251114C00620000,TSLA,2025-11-14,5,620.0,C,0.002419958476476424,0.0001336089422549985,-0.04308087462905909,0.004748457464563381,,1068,0.03,0.05,76,72,0.05,2377,620.04,432.03
O:TSLA251114C00625000,TSLA,2025-11-14,5,625.0,C,0.0026302979138236753,0.00013995449247675932,-0.047840672157967556,0.004765010961798257,,145,0.04,0.05,2519,15,0.05,2378,625.045,432.03
O:TSLA251114C00630000,TSLA,2025-11-14,5,630.0,C,0.0018242356146613446,0.00010164357727557215,-0.0342137398370601,0.004786310832283611,,879,0.02,0.04,62,166,0.04,342,630.03,432.03
O:TSLA251114C00640000,TSLA,2025-11-14,5,640.0,C,0.0017648138524363414,9.50468123878449e-05,-0.034539592157112234,0.004821435223920796,,900,0.02,0.04,32,44,0.04,101,640.03,432.03
O:TSLA251114P00220000,TSLA,2025-11-14,5,220.0,P,-0.00222871632626674,6.333503612188138e-05,-0.08032355720664727,0.0027648824384994557,,2417,0.07,0.09,23,14,0.07,47860,219.92,432.03
O:TSLA251114P00230000,TSLA,2025-11-14,5,230.0,P,-0.002373364008338846,7.146533336805647e-05,-0.08002754876546936,0.0028289522193825495,,3858,0.07,0.09,7,15,0.09,20645,229.92,432.03
O:TSLA251114P00240000,TSLA,2025-11-14,5,240.0,P,-0.002784083489768383,8.703056667563477e-05,-0.08891362679685608,0.002891623854929562,,12632,0.08,0.1,44,5,0.1,5573,239.91,432.03
O:TSLA251114P00250000,TSLA,2025-11-14,5,250.0,P,-0.0034925899299035005,0.00011157082400666428,-0.10280691328290685,0.00811939097954025,,24686,0.1,0.12,30,51,0.1,28023,249.89,432.03
O:TSLA251114P00255000,TSLA,2025-11-14,5,255.0,P,-0.0037433280313563227,0.00012227401118404288,-0.10575338193611193,0.008201699454369646,,5371,0.11,0.12,5,1,0.12,3638,254.885,432.03
O:TSLA251114P00260000,TSLA,2025-11-14,5,260.0,P,-0.004278862586720899,0.00014090867352601274,-0.11585750873467227,0.008283022362677472,,2402,0.12,0.14,5,17,0.13,1059,259.87,432.03
O:TSLA251114P00265000,TSLA,2025-11-14,5,265.0,P,-0.004148087851278942,0.00014313597286547735,-0.1080577775342986,0.008363562923662525,,2283,0.11,0.13,55,5,0.12,759,264.88,432.03
O:TSLA251114P00270000,TSLA,2025-11-14,5,270.0,P,-0.004728785598695572,0.00016483092881444542,-0.11815774973761854,0.008443232002204547,,1247,0.13,0.14,5,1,0.12,1533,269.865,432.03
O:TSLA251114P00275000,TSLA,2025-11-14,5,275.0,P,-0.004899619763893404,0.0001764935534184651,-0.11751357708484306,0.008521926174915184,,3141,0.12,0.15,9,2,0.13,988,274.865,432.03
O:TSLA251114P00280000,TSLA,2025-11-14,5,280.0,P,-0.005232859150716651,0.00019358278940302998,-0.12044782840497441,0.008599833871392753,,2770,0.13,0.15,58,1,0.14,1698,279.86,432.03
O:TSLA251114P00285000,TSLA,2025-11-14,5,285.0,P,-0.005742529013162311,0.00021693221383724305,-0.12696155393241088,0.008677118419613094,,1230,0.14,0.16,8,1,0.14,1835,284.85,432.03
O:TSLA251114P00290000,TSLA,2025-11-14,5,290.0,P,-0.006122736514753306,0.00023798563170936474,-0.12989218852511955,0.008753444960248177,,1727,0.14,0.17,12,1,0.15,1818,289.845,432.03
O:TSLA251114P00295000,TSLA,2025-11-14,5,295.0,P,-0.006526999245952042,0.0002612684667745361,-0.1328210352544981,0.008828977200036982,,2888,0.15,0.17,7,35,0.16,1424,294.84,432.03
O:TSLA251114P00300000,TSLA,2025-11-14,5,300.0,P,-0.007292575880273829,0.0002972848522079202,-0.1429121066932557,0.008904445865426918,,3967,0.16,0.19,1044,1,0.17,3652,299.825,432.03
O:TSLA251114P00305000,TSLA,2025-11-14,5,305.0,P,-0.007930972600828236,0.0003316639766219268,-0.14942014430938375,0.00897896810634905,,837,0.17,0.2,6,1,0.19,573,304.815,432.03
O:TSLA251114P00310000,TSLA,2025-11-14,5,310.0,P,-0.00878041494889447,0.000374956450449044,-0.15950923459317704,0.00905332595716974,,1961,0.18,0.22,60,34,0.2,782,309.8,432.03
O:TSLA251114P00315000,TSLA,2025-11-14,5,315.0,P,-0.009503426709989844,0.0004172133699339927,-0.16601531601774733,0.009126861595483166,,1656,0.2,0.22,30,21,0.22,753,314.79,432.03
O:TSLA251114P00320000,TSLA,2025-11-14,5,320.0,P,-0.01027390731370137,0.00046421180808115,-0.17128925010910004,0.021464024679233584,,1758,0.21,0.23,22,6,0.22,1070,319.78,432.03
O:TSLA251114P00325000,TSLA,2025-11-14,5,325.0,P,-0.011474936909020666,0.0005291427974199827,-0.17983098711046375,0.02162949702968085,,1335,0.23,0.25,23,23,0.23,16566,324.76,432.03
O:TSLA251114P00330000,TSLA,2025-11-14,5,330.0,P,-0.012774107142954797,0.0006030837157797871,-0.18836947379157248,0.0217933929842158,,2587,0.25,0.27,13,79,0.26,1343,329.74,432.03
O:TSLA251114P00335000,TSLA,2025-11-14,5,335.0,P,-0.014182136255748781,0.0006875325756783386,-0.1969049224585209,0.021955707431675128,,2482,0.27,0.29,83,4,0.28,630,334.72,432.03
O:TSLA251114P00337500,TSLA,2025-11-14,5,337.5,P,-0.015325706655471255,0.0007474989242758248,-0.20659932648128235,0.022037632131214305,,144,0.29,0.31,54,55,0.3,286,337.2,432.03
O:TSLA251114P00340000,TSLA,2025-11-14,5,340.0,P,-0.016509461844430976,0.0008111969275119196,-0.21629328414687377,0.022119324242828125,,1612,0.31,0.33,26,45,0.31,1322,339.68,432.03
O:TSLA251114P00342500,TSLA,2025-11-14,5,342.5,P,-0.01733576888567766,0.0008655210675469045,-0.22055883879074917,0.022199334422330554,,204,0.32,0.34,48,2,0.37,1369,342.17,432.03
O:TSLA251114P00345000,TSLA,2025-11-14,5,345.0,P,-0.018603209150424058,0.0009374444542050209,-0.23025184085637612,0.022280555341696345,,765,0.34,0.36,30,5,0.34,378,344.65,432.03
O:TSLA251114P00347500,TSLA,2025-11-14,5,347.5,P,-0.019916528326110204,0.0010139513119970132,-0.23994446411472778,0.0223615526597403,,247,0.36,0.38,45,39,0.39,358,347.13,432.03
O:TSLA251114P00350000,TSLA,2025-11-14,5,350.0,P,-0.021277814595422266,0.0010953662866218796,-0.24963671651941816,0.02244238076910373,,3536,0.38,0.4,41,28,0.4,5520,349.61,432.03
O:TSLA251114P00352500,TSLA,2025-11-14,5,352.5,P,-0.023095704230203542,0.001195305592868736,-0.2647569903554397,0.02252492059332524,,306,0.41,0.43,23,37,0.42,621,352.08,432.03
O:TSLA251114P00355000,TSLA,2025-11-14,5,355.0,P,-0.02496468280896414,0.0013003565696173252,-0.2798775102638032,0.022607299823391554,,910,0.44,0.46,45,50,0.45,937,354.55,432.03
O:TSLA251114P00357500,TSLA,2025-11-14,5,357.5,P,-0.02688726411528746,0.0014108878577384653,-0.2950112894619667,0.022863388355763105,,448,0.47,0.49,69,21,0.49,757,357.02,432.03
O:TSLA251114P00360000,TSLA,2025-11-14,5,360.0,P,-0.029287526387487592,0.0015412190506854891,-0.3080174045688293,0.04553651855194192,,1622,0.51,0.53,37,51,0.52,2808,359.48,432.03
O:TSLA251114P00362500,TSLA,2025-11-14,5,362.5,P,-0.03200075410277893,0.0016880205612879685,-0.3223891652983812,0.04569378892007066,,467,0.56,0.57,4,1,0.58,524,361.935,432.03
O:TSLA251114P00365000,TSLA,2025-11-14,5,365.0,P,-0.03524339768415706,0.0018586642777398208,-0.34074032598938386,0.045852554745521044,,2727,0.61,0.63,51,2,0.62,2135,364.38,432.03
O:TSLA251114P00367500,TSLA,2025-11-14,5,367.5,P,-0.038619248509719,0.0020417208670379166,-0.3590907874279622,0.046011272601788,,388,0.67,0.68,48,1,0.67,642,366.825,432.03
O:TSLA251114P00370000,TSLA,2025-11-14,5,370.0,P,-0.042939836577318403,0.0022612611311428874,-0.38540150719298844,0.04617385856197486,,1824,0.74,0.76,50,44,0.77,4257,369.25,432.03
O:TSLA251114P00372500,TSLA,2025-11-14,5,372.5,P,-0.04778982042542709,0.002504028123812884,-0.41569290804222914,0.04633869628659928,,261,0.82,0.85,12,13,0.9,4888,371.665,432.03
O:TSLA251114P00375000,TSLA,2025-11-14,5,375.0,P,-0.05353217481570223,0.0027776759158377393,-0.4539460253592561,0.04650846517886381,,1343,0.93,0.95,2,5,0.95,6650,374.06,432.03
O:TSLA251114P00377500,TSLA,2025-11-14,5,377.5,P,-0.059731193818582135,0.00306757894666613,-0.49619077657287636,0.04670513959319405,,372,1.04,1.07,24,6,1.05,1420,376.445,432.03
O:TSLA251114P00380000,TSLA,2025-11-14,5,380.0,P,-0.06659869007872866,0.003379498715684104,-0.5294667110074317,0.08090816610356236,,2945,1.17,1.2,22,5,1.18,7403,378.815,432.03
O:TSLA251114P00382500,TSLA,2025-11-14,5,382.5,P,-0.07445656880883104,0.003727218592282945,-0.5623097270716964,0.08118579695022181,,922,1.33,1.34,17,25,1.34,2032,381.165,432.03
O:TSLA251114P00385000,TSLA,2025-11-14,5,385.0,P,-0.08399402056394213,0.0041224040081908764,-0.6064399621066778,0.08147135608492302,,1411,1.51,1.54,16,7,1.5,3176,383.475,432.03
O:TSLA251114P00387500,TSLA,2025-11-14,5,387.5,P,-0.09426750136085199,0.004543121509258189,-0.6548047887079298,0.08176104422237607,,254,1.71,1.75,11,14,1.71,963,385.77,432.03
O:TSLA251114P00390000,TSLA,2025-11-14,5,390.0,P,-0.10585012469308841,0.004992215233578172,-0.7130494991857944,0.08205966618026292,,2904,1.95,1.99,12,18,1.97,6446,388.03,432.03
O:TSLA251114P00392500,TSLA,2025-11-14,5,392.5,P,-0.11827192319658558,0.005454377234012467,-0.7783772525519853,0.08242120737031744,,694,2.22,2.25,2,1,2.23,827,390.265,432.03
O:TSLA251114P00395000,TSLA,2025-11-14,5,395.0,P,-0.13196955222567933,0.005931116516730719,-0.82758154168141,0.12396808327162268,,1287,2.52,2.56,6,9,2.54,3901,392.46,432.03
O:TSLA251114P00397500,TSLA,2025-11-14,5,397.5,P,-0.1472001971405937,0.0064361193610376595,-0.87228473845746,0.12439575266187103,,548,2.86,2.91,9,32,2.87,1814,394.615,432.03
O:TSLA251114P00400000,TSLA,2025-11-14,5,400.0,P,-0.16337837269172367,0.0069657076910808104,-0.9208958050440715,0.12482993864059104,,8964,3.2,3.3,171,114,3.27,22310,396.75,432.03
O:TSLA251114P00402500,TSLA,2025-11-14,5,402.5,P,-0.1819491600357725,0.0075036521992461,-0.9861180220320636,0.12527574096857189,,492,3.65,3.75,31,23,3.66,2403,398.8,432.03
O:TSLA251114P00405000,TSLA,2025-11-14,5,405.0,P,-0.20168202127834495,0.008032818692838482,-1.0611355833038527,0.12576026204254304,,1364,4.15,4.25,29,29,4.2,4234,400.8,432.03
O:TSLA251114P00407500,TSLA,2025-11-14,5,407.5,P,-0.2218797532797459,0.00855173643396804,-1.1225449262230276,0.1649921331193367,,335,4.7,4.75,18,5,4.73,1404,402.775,432.03
O:TSLA251114P00410000,TSLA,2025-11-14,5,410.0,P,-0.24392530609594526,0.009055597904698561,-1.1560318927658537,0.1655577783275733,,2864,5.3,5.35,15,5,5.35,10061,404.675,432.03
O:TSLA251114P00412500,TSLA,2025-11-14,5,412.5,P,-0.2677504671422212,0.009541981132939687,-1.1998275221984376,0.16613485709200218,,485,5.95,6.05,52,5,6.01,2136,406.5,432.03
